# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z54.html
# 
# Xenon
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,9.413e+03,9.393e+03
1.072e-03,8.151e+03,8.132e+03
1.149e-03,7.035e+03,7.019e+03
1.149e-03,7.338e+03,7.321e+03
1.500e-03,4.085e+03,4.073e+03
2.000e-03,2.088e+03,2.078e+03
3.000e-03,7.780e+02,7.709e+02
4.000e-03,3.787e+02,3.728e+02
4.782e-03,2.408e+02,2.355e+02
4.782e-03,6.941e+02,6.524e+02
5.000e-03,6.392e+02,6.015e+02
5.104e-03,6.044e+02,5.693e+02
5.104e-03,8.181e+02,7.630e+02
5.275e-03,7.579e+02,7.079e+02
5.453e-03,6.991e+02,6.539e+02
5.453e-03,8.064e+02,7.527e+02
6.000e-03,6.376e+02,5.979e+02
8.000e-03,3.032e+02,2.871e+02
1.000e-02,1.690e+02,1.605e+02
1.500e-02,5.743e+01,5.420e+01
2.000e-02,2.652e+01,2.465e+01
3.000e-02,8.930e+00,7.969e+00
3.456e-02,6.129e+00,5.352e+00
3.456e-02,3.316e+01,1.086e+01
4.000e-02,2.270e+01,9.323e+00
5.000e-02,1.272e+01,6.540e+00
6.000e-02,7.825e+00,4.541e+00
8.000e-02,3.633e+00,2.374e+00
1.000e-01,2.011e+00,1.376e+00
1.500e-01,7.202e-01,4.894e-01
2.000e-01,3.760e-01,2.373e-01
3.000e-01,1.797e-01,9.522e-02
4.000e-01,1.223e-01,5.761e-02
5.000e-01,9.699e-02,4.317e-02
6.000e-01,8.281e-02,3.617e-02
8.000e-01,6.696e-02,2.956e-02
1.000e+00,5.785e-02,2.630e-02
1.250e+00,5.054e-02,2.378e-02
1.500e+00,4.594e-02,2.221e-02
2.000e+00,4.078e-02,2.070e-02
3.000e+00,3.681e-02,2.042e-02
4.000e+00,3.577e-02,2.128e-02
5.000e+00,3.583e-02,2.240e-02
6.000e+00,3.634e-02,2.350e-02
8.000e+00,3.797e-02,2.553e-02
1.000e+01,3.987e-02,2.720e-02
1.500e+01,4.445e-02,3.002e-02
2.000e+01,4.815e-02,3.139e-02
# end of file
