# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z77.html
# 
# Iridium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,4.243e+03,4.230e+03
1.500e-03,1.898e+03,1.886e+03
2.000e-03,1.032e+03,1.021e+03
2.040e-03,9.882e+02,9.771e+02
2.040e-03,1.066e+03,1.053e+03
2.078e-03,1.492e+03,1.466e+03
2.116e-03,2.478e+03,2.429e+03
2.116e-03,2.608e+03,2.556e+03
2.323e-03,2.621e+03,2.566e+03
2.551e-03,2.424e+03,2.376e+03
2.551e-03,2.800e+03,2.744e+03
2.724e-03,2.393e+03,2.345e+03
2.909e-03,2.041e+03,2.002e+03
2.909e-03,2.166e+03,2.125e+03
3.000e-03,2.011e+03,1.973e+03
3.174e-03,1.767e+03,1.734e+03
3.174e-03,1.843e+03,1.809e+03
4.000e-03,1.063e+03,1.043e+03
5.000e-03,6.178e+02,6.047e+02
6.000e-03,3.935e+02,3.837e+02
8.000e-03,1.914e+02,1.846e+02
1.000e-02,1.090e+02,1.038e+02
1.122e-02,8.155e+01,7.695e+01
1.122e-02,2.038e+02,1.681e+02
1.199e-02,1.702e+02,1.418e+02
1.282e-02,1.426e+02,1.199e+02
1.282e-02,1.959e+02,1.559e+02
1.312e-02,1.933e+02,1.486e+02
1.342e-02,1.756e+02,1.409e+02
1.342e-02,2.025e+02,1.613e+02
1.500e-02,1.530e+02,1.244e+02
2.000e-02,7.317e+01,6.179e+01
3.000e-02,2.546e+01,2.198e+01
4.000e-02,1.199e+01,1.030e+01
5.000e-02,6.693e+00,5.667e+00
6.000e-02,4.176e+00,3.460e+00
7.611e-02,2.284e+00,1.810e+00
7.611e-02,9.728e+00,2.758e+00
8.000e-02,8.585e+00,2.694e+00
1.000e-01,4.855e+00,2.093e+00
1.500e-01,1.740e+00,9.903e-01
2.000e-01,8.628e-01,5.290e-01
3.000e-01,3.525e-01,2.155e-01
4.000e-01,2.068e-01,1.199e-01
5.000e-01,1.463e-01,8.054e-02
6.000e-01,1.149e-01,6.088e-02
8.000e-01,8.357e-02,4.250e-02
1.000e+00,6.794e-02,3.412e-02
1.250e+00,5.688e-02,2.843e-02
1.500e+00,5.083e-02,2.541e-02
2.000e+00,4.501e-02,2.295e-02
3.000e+00,4.139e-02,2.269e-02
4.000e+00,4.104e-02,2.398e-02
5.000e+00,4.174e-02,2.546e-02
6.000e+00,4.286e-02,2.687e-02
8.000e+00,4.558e-02,2.927e-02
1.000e+01,4.844e-02,3.115e-02
1.500e+01,5.502e-02,3.405e-02
2.000e+01,6.024e-02,3.516e-02
# end of file
