# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z48.html
# 
# Cadmium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,7.350e+03,7.340e+03
1.500e-03,2.931e+03,2.922e+03
2.000e-03,1.473e+03,1.466e+03
3.000e-03,5.414e+02,5.350e+02
3.537e-03,3.575e+02,3.517e+02
3.537e-03,1.152e+03,1.103e+03
3.631e-03,1.083e+03,1.036e+03
3.727e-03,1.013e+03,9.715e+02
3.727e-03,1.389e+03,1.324e+03
4.000e-03,1.170e+03,1.118e+03
4.018e-03,1.157e+03,1.106e+03
4.018e-03,1.324e+03,1.264e+03
5.000e-03,7.685e+02,7.383e+02
6.000e-03,4.793e+02,4.619e+02
8.000e-03,2.254e+02,2.174e+02
1.000e-02,1.244e+02,1.197e+02
1.500e-02,4.178e+01,3.952e+01
2.000e-02,1.920e+01,1.776e+01
2.671e-02,8.809e+00,7.863e+00
2.671e-02,5.065e+01,1.821e+01
3.000e-02,3.765e+01,1.594e+01
4.000e-02,1.778e+01,9.812e+00
5.000e-02,9.779e+00,6.115e+00
6.000e-02,5.975e+00,4.001e+00
8.000e-02,2.751e+00,1.957e+00
1.000e-01,1.524e+00,1.096e+00
1.500e-01,5.593e-01,3.753e-01
2.000e-01,3.038e-01,1.813e-01
3.000e-01,1.571e-01,7.580e-02
4.000e-01,1.129e-01,4.868e-02
5.000e-01,9.250e-02,3.838e-02
6.000e-01,8.064e-02,3.339e-02
8.000e-01,6.670e-02,2.854e-02
1.000e+00,5.826e-02,2.597e-02
1.250e+00,5.129e-02,2.387e-02
1.500e+00,4.673e-02,2.247e-02
2.000e+00,4.139e-02,2.099e-02
3.000e+00,3.698e-02,2.051e-02
4.000e+00,3.559e-02,2.114e-02
5.000e+00,3.536e-02,2.206e-02
6.000e+00,3.563e-02,2.300e-02
8.000e+00,3.691e-02,2.477e-02
1.000e+01,3.853e-02,2.625e-02
1.500e+01,4.253e-02,2.869e-02
2.000e+01,4.587e-02,2.985e-02
# end of file
