# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z31.html
# 
# Gallium
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,1.697e+03,1.692e+03
1.056e-03,1.492e+03,1.487e+03
1.115e-03,1.312e+03,1.307e+03
1.115e-03,3.990e+03,3.955e+03
1.129e-03,4.887e+03,4.842e+03
1.142e-03,5.664e+03,5.611e+03
1.142e-03,7.405e+03,7.332e+03
1.218e-03,7.138e+03,7.070e+03
1.298e-03,6.358e+03,6.299e+03
1.298e-03,7.206e+03,7.139e+03
1.500e-03,5.087e+03,5.044e+03
2.000e-03,2.515e+03,2.496e+03
3.000e-03,8.857e+02,8.782e+02
4.000e-03,4.130e+02,4.082e+02
5.000e-03,2.266e+02,2.229e+02
6.000e-03,1.382e+02,1.352e+02
8.000e-03,6.302e+01,6.082e+01
1.000e-02,3.421e+01,3.250e+01
1.037e-02,3.099e+01,2.936e+01
1.037e-02,2.214e+02,1.344e+02
1.500e-02,8.537e+01,6.135e+01
2.000e-02,3.928e+01,3.059e+01
3.000e-02,1.281e+01,1.061e+01
4.000e-02,5.726e+00,4.810e+00
5.000e-02,3.076e+00,2.560e+00
6.000e-02,1.868e+00,1.518e+00
8.000e-02,8.823e-01,6.613e-01
1.000e-01,5.197e-01,3.497e-01
1.500e-01,2.387e-01,1.193e-01
2.000e-01,1.619e-01,6.463e-02
3.000e-01,1.123e-01,3.782e-02
4.000e-01,9.325e-02,3.156e-02
5.000e-01,8.236e-02,2.920e-02
6.000e-01,7.487e-02,2.793e-02
8.000e-01,6.466e-02,2.631e-02
1.000e+00,5.767e-02,2.506e-02
1.250e+00,5.139e-02,2.371e-02
1.500e+00,4.692e-02,2.260e-02
2.000e+00,4.113e-02,2.110e-02
3.000e+00,3.538e-02,1.986e-02
4.000e+00,3.280e-02,1.966e-02
5.000e+00,3.156e-02,1.985e-02
6.000e+00,3.099e-02,2.021e-02
8.000e+00,3.086e-02,2.108e-02
1.000e+01,3.130e-02,2.191e-02
1.500e+01,3.300e-02,2.339e-02
2.000e+01,3.479e-02,2.425e-02
# end of file
