# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ElemTab/z27.html
# 
# Cobalt
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,9.796e+03,9.750e+03
1.500e-03,3.697e+03,3.682e+03
2.000e-03,1.779e+03,1.771e+03
3.000e-03,6.129e+02,6.084e+02
4.000e-03,2.830e+02,2.796e+02
5.000e-03,1.543e+02,1.515e+02
6.000e-03,9.370e+01,9.138e+01
7.709e-03,4.710e+01,4.530e+01
7.709e-03,3.555e+02,2.507e+02
8.000e-03,3.248e+02,2.322e+02
1.000e-02,1.841e+02,1.413e+02
1.500e-02,6.201e+01,5.178e+01
2.000e-02,2.803e+01,2.421e+01
3.000e-02,8.962e+00,7.873e+00
4.000e-02,3.981e+00,3.450e+00
5.000e-02,2.144e+00,1.799e+00
6.000e-02,1.314e+00,1.052e+00
8.000e-02,6.414e-01,4.528e-01
1.000e-01,3.949e-01,2.397e-01
1.500e-01,2.023e-01,8.597e-02
2.000e-01,1.476e-01,5.071e-02
3.000e-01,1.094e-01,3.406e-02
4.000e-01,9.311e-02,3.034e-02
5.000e-01,8.315e-02,2.890e-02
6.000e-01,7.604e-02,2.805e-02
8.000e-01,6.604e-02,2.677e-02
1.000e+00,5.906e-02,2.564e-02
1.250e+00,5.270e-02,2.434e-02
1.500e+00,4.810e-02,2.323e-02
2.000e+00,4.204e-02,2.165e-02
3.000e+00,3.580e-02,2.016e-02
4.000e+00,3.283e-02,1.971e-02
5.000e+00,3.127e-02,1.969e-02
6.000e+00,3.045e-02,1.988e-02
8.000e+00,2.991e-02,2.048e-02
1.000e+01,3.002e-02,2.110e-02
1.500e+01,3.115e-02,2.230e-02
2.000e+01,3.256e-02,2.303e-02
# end of file
