# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ComTab/tissue4.html
# 
# Tissue, Soft (ICRU Four-Component)
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,3.829e+03,3.818e+03
1.500e-03,1.286e+03,1.283e+03
2.000e-03,5.755e+02,5.736e+02
3.000e-03,1.792e+02,1.781e+02
4.000e-03,7.681e+01,7.598e+01
5.000e-03,3.947e+01,3.880e+01
6.000e-03,2.283e+01,2.226e+01
8.000e-03,9.604e+00,9.163e+00
1.000e-02,4.937e+00,4.564e+00
1.500e-02,1.558e+00,1.266e+00
2.000e-02,7.616e-01,5.070e-01
3.000e-02,3.604e-01,1.438e-01
4.000e-02,2.609e-01,6.474e-02
5.000e-02,2.223e-01,3.987e-02
6.000e-02,2.025e-01,3.051e-02
8.000e-02,1.813e-01,2.530e-02
1.000e-01,1.688e-01,2.501e-02
1.500e-01,1.490e-01,2.732e-02
2.000e-01,1.356e-01,2.936e-02
3.000e-01,1.175e-01,3.161e-02
4.000e-01,1.051e-01,3.247e-02
5.000e-01,9.593e-02,3.267e-02
6.000e-01,8.870e-02,3.252e-02
8.000e-01,7.789e-02,3.175e-02
1.000e+00,7.003e-02,3.073e-02
1.250e+00,6.262e-02,2.937e-02
1.500e+00,5.699e-02,2.806e-02
2.000e+00,4.893e-02,2.582e-02
3.000e+00,3.929e-02,2.258e-02
4.000e+00,3.367e-02,2.044e-02
5.000e+00,2.998e-02,1.894e-02
6.000e+00,2.739e-02,1.785e-02
8.000e+00,2.400e-02,1.638e-02
1.000e+01,2.191e-02,1.546e-02
1.500e+01,1.913e-02,1.420e-02
2.000e+01,1.785e-02,1.360e-02
# end of file
