# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ComTab/adipose.html
# 
# Adipose Tissue
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,2.628e+03,2.623e+03
1.035e-03,2.392e+03,2.387e+03
1.072e-03,2.176e+03,2.171e+03
1.072e-03,2.182e+03,2.177e+03
1.500e-03,8.622e+02,8.601e+02
2.000e-03,3.800e+02,3.787e+02
2.472e-03,2.053e+02,2.043e+02
2.472e-03,2.072e+02,2.060e+02
2.641e-03,1.707e+02,1.696e+02
2.822e-03,1.405e+02,1.396e+02
2.822e-03,1.420e+02,1.409e+02
3.000e-03,1.188e+02,1.178e+02
4.000e-03,5.054e+01,4.983e+01
5.000e-03,2.587e+01,2.531e+01
6.000e-03,1.494e+01,1.446e+01
8.000e-03,6.300e+00,5.917e+00
1.000e-02,3.268e+00,2.935e+00
1.500e-02,1.083e+00,8.103e-01
2.000e-02,5.677e-01,3.251e-01
3.000e-02,3.063e-01,9.495e-02
4.000e-02,2.396e-01,4.575e-02
5.000e-02,2.123e-01,3.085e-02
6.000e-02,1.974e-01,2.567e-02
8.000e-02,1.800e-01,2.358e-02
1.000e-01,1.688e-01,2.433e-02
1.500e-01,1.500e-01,2.737e-02
2.000e-01,1.368e-01,2.959e-02
3.000e-01,1.187e-01,3.194e-02
4.000e-01,1.062e-01,3.283e-02
5.000e-01,9.696e-02,3.304e-02
6.000e-01,8.965e-02,3.289e-02
8.000e-01,7.873e-02,3.211e-02
1.000e+00,7.078e-02,3.108e-02
1.250e+00,6.330e-02,2.970e-02
1.500e+00,5.760e-02,2.839e-02
2.000e+00,4.940e-02,2.610e-02
3.000e+00,3.955e-02,2.275e-02
4.000e+00,3.377e-02,2.050e-02
5.000e+00,2.995e-02,1.891e-02
6.000e+00,2.725e-02,1.773e-02
8.000e+00,2.368e-02,1.612e-02
1.000e+01,2.145e-02,1.509e-02
1.500e+01,1.843e-02,1.365e-02
2.000e+01,1.698e-02,1.293e-02
# end of file
