# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ComTab/calcium.html
# 
# Calcium Sulfate
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,4.163e+03,4.153e+03
1.500e-03,1.429e+03,1.425e+03
2.000e-03,6.529e+02,6.503e+02
2.472e-03,3.627e+02,3.606e+02
2.472e-03,7.993e+02,7.659e+02
3.000e-03,4.961e+02,4.774e+02
4.000e-03,2.289e+02,2.215e+02
4.038e-03,2.231e+02,2.159e+02
4.038e-03,4.895e+02,4.431e+02
5.000e-03,2.820e+02,2.595e+02
6.000e-03,1.727e+02,1.606e+02
8.000e-03,7.858e+01,7.394e+01
1.000e-02,4.210e+01,3.977e+01
1.500e-02,1.329e+01,1.247e+01
2.000e-02,5.831e+00,5.352e+00
3.000e-02,1.876e+00,1.587e+00
4.000e-02,8.928e-01,6.645e-01
5.000e-02,5.381e-01,3.403e-01
6.000e-02,3.788e-01,2.001e-01
8.000e-02,2.474e-01,9.290e-02
1.000e-01,1.962e-01,5.732e-02
1.500e-01,1.487e-01,3.443e-02
2.000e-01,1.293e-01,3.057e-02
3.000e-01,1.088e-01,2.981e-02
4.000e-01,9.653e-02,2.994e-02
5.000e-01,8.777e-02,2.989e-02
6.000e-01,8.100e-02,2.964e-02
8.000e-01,7.100e-02,2.884e-02
1.000e+00,6.377e-02,2.787e-02
1.250e+00,5.701e-02,2.660e-02
1.500e+00,5.193e-02,2.542e-02
2.000e+00,4.488e-02,2.350e-02
3.000e+00,3.679e-02,2.102e-02
4.000e+00,3.232e-02,1.958e-02
5.000e+00,2.954e-02,1.869e-02
6.000e+00,2.770e-02,1.814e-02
8.000e+00,2.547e-02,1.753e-02
1.000e+01,2.428e-02,1.727e-02
1.500e+01,2.305e-02,1.711e-02
2.000e+01,2.282e-02,1.716e-02
# end of file
