# Data Source: NIST
# For more information see 
# http://physics.nist.gov/PhysRefData/XrayMassCoef/tab3.html
# For definitions see http://physics.nist.gov/PhysRefData/XrayMassCoef/chap2.html
# url: http://physics.nist.gov/PhysRefData/XrayMassCoef/ComTab/polyvinyl.html
# 
# Polyvinyl Chloride
# 
# energy, mu/rho, mu_en/rho
# meV, cm2/g, cm2/g
1.000e-03,2.457e+03,2.454e+03
1.500e-03,8.235e+02,8.214e+02
2.000e-03,3.727e+02,3.709e+02
2.822e-03,1.424e+02,1.408e+02
2.822e-03,9.701e+02,8.960e+02
3.000e-03,8.702e+02,8.068e+02
4.000e-03,4.137e+02,3.902e+02
5.000e-03,2.287e+02,2.177e+02
6.000e-03,1.395e+02,1.335e+02
8.000e-03,6.276e+01,6.032e+01
1.000e-02,3.340e+01,3.206e+01
1.500e-02,1.045e+01,9.864e+00
2.000e-02,4.578e+00,4.188e+00
3.000e-02,1.491e+00,1.226e+00
4.000e-02,7.300e-01,5.111e-01
5.000e-02,4.559e-01,2.622e-01
6.000e-02,3.325e-01,1.555e-01
8.000e-02,2.298e-01,7.477e-02
1.000e-01,1.887e-01,4.852e-02
1.500e-01,1.486e-01,3.240e-02
2.000e-01,1.308e-01,3.015e-02
3.000e-01,1.110e-01,3.023e-02
4.000e-01,9.867e-02,3.056e-02
5.000e-01,8.981e-02,3.057e-02
6.000e-01,8.293e-02,3.036e-02
8.000e-01,7.271e-02,2.957e-02
1.000e+00,6.532e-02,2.858e-02
1.250e+00,5.840e-02,2.729e-02
1.500e+00,5.320e-02,2.609e-02
2.000e+00,4.587e-02,2.408e-02
3.000e+00,3.738e-02,2.140e-02
4.000e+00,3.261e-02,1.977e-02
5.000e+00,2.959e-02,1.873e-02
6.000e+00,2.754e-02,1.803e-02
8.000e+00,2.500e-02,1.720e-02
1.000e+01,2.356e-02,1.676e-02
1.500e+01,2.192e-02,1.633e-02
2.000e+01,2.139e-02,1.622e-02
# end of file
