Nuclide ; Kr-90 
Element ; Krypton
Z ; 36
Daughter(s) ; (B-) ; Rb-90 ; 100
Q- ; 4392
Half-life (s) ; 32.32 ; 0.09
Decay constant (1/s) ; 21.45E-3 ; 0.06E-3
Specific activity (Bq/g) ; 143.50E18 ; 0.40E18
Reference ; NDS 82 - 1999
Gamma emissions (103 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
106.05 ; 0.03 ; 0.45 ; 0.05 ; g ; Rb-90 ; -1 ; 0 ; 
106.92 ; 0.15 ; 0.043 ; 0.013 ; g ; Rb-90 ; -1 ; 1 ; 
120.92 ; 0.03 ; 3.5 ; 0.4 ; g ; Rb-90 ; -1 ; 2 ; 
121.82 ; 0.03 ; 35 ; 3 ; g ; Rb-90 ; -1 ; 3 ; 
180.66 ; 0.15 ; 0.039 ; 0.020 ; g ; Rb-90 ; -1 ; 4 ; 
220.82 ; 0.14 ; 0.039 ; 0.020 ; g ; Rb-90 ; -1 ; 5 ; 
227.76 ; 0.08 ; 0.125 ; 0.016 ; g ; Rb-90 ; -1 ; 6 ; 
234.44 ; 0.03 ; 2.65 ; 0.24 ; g ; Rb-90 ; -1 ; 7 ; 
242.19 ; 0.03 ; 9.9 ; 0.9 ; g ; Rb-90 ; -1 ; 8 ; 
249.32 ; 0.03 ; 1.37 ; 0.16 ; g ; Rb-90 ; -1 ; 9 ; 
305.1 ; 1.8 ; 0.055 ; 0.013 ; g ; Rb-90 ; -1 ; 10 ; 
309.07 ; 0.09 ; 0.137 ; 0.016 ; g ; Rb-90 ; -1 ; 11 ; 
356.0 ; 0.2 ; 0.11 ; 0.04 ; g ; Rb-90 ; -1 ; 12 ; 
386.48 ; 0.09 ; 0.129 ; 0.016 ; g ; Rb-90 ; -1 ; 13 ; 
392.6 ; 0.4 ; 0.023 ; 0.012 ; g ; Rb-90 ; -1 ; 14 ; 
396.54 ; 0.21 ; 0.051 ; 0.013 ; g ; Rb-90 ; -1 ; 15 ; 
419.12 ; 0.05 ; 0.32 ; 0.03 ; g ; Rb-90 ; -1 ; 16 ; 
429.93 ; 0.14 ; 0.15 ; 0.04 ; g ; Rb-90 ; -1 ; 17 ; 
433.47 ; 0.05 ; 1.31 ; 0.11 ; g ; Rb-90 ; -1 ; 18 ; 
433.9 ; 0.3 ; 0.10 ; 0.04 ; g ; Rb-90 ; -1 ; 19 ; 
465.28 ; 0.19 ; 0.070 ; 0.013 ; g ; Rb-90 ; -1 ; 20 ; 
470.34 ; 0.08 ; 0.238 ; 0.024 ; g ; Rb-90 ; -1 ; 21 ; 
476.1 ; 1.1 ; 0.133 ; 0.016 ; g ; Rb-90 ; -1 ; 22 ; 
492.63 ; 0.05 ; 1.21 ; 0.10 ; g ; Rb-90 ; -1 ; 23 ; 
498.59 ; 0.12 ; 0.152 ; 0.017 ; g ; Rb-90 ; -1 ; 24 ; 
508.0 ; 0.3 ; 0.062 ; 0.020 ; g ; Rb-90 ; -1 ; 25 ; 
539.49 ; 0.04 ; 30.8 ; 2.5 ; g ; Rb-90 ; -1 ; 26 ; 
554.37 ; 0.05 ; 5.1 ; 0.4 ; g ; Rb-90 ; -1 ; 27 ; 
565.19 ; 0.08 ; 0.207 ; 0.023 ; g ; Rb-90 ; -1 ; 28 ; 
569.20 ; 0.05 ; 0.60 ; 0.05 ; g ; Rb-90 ; -1 ; 29 ; 
577.1 ; 0.3 ; 0.055 ; 0.017 ; g ; Rb-90 ; -1 ; 30 ; 
585.86 ; 0.20 ; 0.051 ; 0.009 ; g ; Rb-90 ; -1 ; 31 ; 
614.38 ; 0.09 ; 0.211 ; 0.023 ; g ; Rb-90 ; -1 ; 32 ; 
619.08 ; 0.05 ; 1.08 ; 0.09 ; g ; Rb-90 ; -1 ; 33 ; 
621.3 ; 0.9 ; 0.04 ; 0.03 ; g ; Rb-90 ; -1 ; 34 ; 
626.49 ; 0.08 ; 0.28 ; 0.03 ; g ; Rb-90 ; -1 ; 35 ; 
658.1 ; 0.5 ; 0.031 ; 0.012 ; g ; Rb-90 ; -1 ; 36 ; 
661.23 ; 0.05 ; 0.33 ; 0.03 ; g ; Rb-90 ; -1 ; 37 ; 
677.69 ; 0.07 ; 0.38 ; 0.04 ; g ; Rb-90 ; -1 ; 38 ; 
690.72 ; 0.07 ; 0.40 ; 0.04 ; g ; Rb-90 ; -1 ; 39 ; 
705.47 ; 0.12 ; 0.125 ; 0.016 ; g ; Rb-90 ; -1 ; 40 ; 
731.33 ; 0.04 ; 1.49 ; 0.12 ; g ; Rb-90 ; -1 ; 41 ; 
739 ; 1 ; 0.023 ; 0.008 ; g ; Rb-90 ; -1 ; 42 ; 
745.8 ; 0.4 ; 0.062 ; 0.020 ; g ; Rb-90 ; -1 ; 43 ; 
925.49 ; 0.09 ; 0.222 ; 0.024 ; g ; Rb-90 ; -1 ; 44 ; 
941.86 ; 0.05 ; 1.34 ; 0.11 ; g ; Rb-90 ; -1 ; 45 ; 
947.6 ; 0.4 ; 0.058 ; 0.020 ; g ; Rb-90 ; -1 ; 46 ; 
967.33 ; 0.11 ; 0.21 ; 0.03 ; g ; Rb-90 ; -1 ; 47 ; 
980.29 ; 0.11 ; 0.187 ; 0.022 ; g ; Rb-90 ; -1 ; 48 ; 
1031.2 ; 0.3 ; 0.062 ; 0.017 ; g ; Rb-90 ; -1 ; 49 ; 
1039.11 ; 0.08 ; 0.42 ; 0.04 ; g ; Rb-90 ; -1 ; 50 ; 
1103.92 ; 0.07 ; 0.34 ; 0.04 ; g ; Rb-90 ; -1 ; 51 ; 
1118.69 ; 0.05 ; 39 ; 4 ; g ; Rb-90 ; -1 ; 52 ; 
1165.56 ; 0.06 ; 0.83 ; 0.07 ; g ; Rb-90 ; -1 ; 53 ; 
1240.34 ; 0.11 ; 0.35 ; 0.04 ; g ; Rb-90 ; -1 ; 54 ; 
1293.7 ; 0.4 ; 0.058 ; 0.017 ; g ; Rb-90 ; -1 ; 55 ; 
1303.36 ; 0.24 ; 0.094 ; 0.018 ; g ; Rb-90 ; -1 ; 56 ; 
1309.68 ; 0.10 ; 0.28 ; 0.03 ; g ; Rb-90 ; -1 ; 57 ; 
1341.31 ; 0.22 ; 0.156 ; 0.023 ; g ; Rb-90 ; -1 ; 58 ; 
1386.62 ; 0.15 ; 0.195 ; 0.025 ; g ; Rb-90 ; -1 ; 59 ; 
1423.77 ; 0.06 ; 2.94 ; 0.24 ; g ; Rb-90 ; -1 ; 60 ; 
1460.6 ; 0.5 ; 0.066 ; 0.021 ; g ; Rb-90 ; -1 ; 61 ; 
1466.26 ; 0.15 ; 0.25 ; 0.03 ; g ; Rb-90 ; -1 ; 62 ; 
1530.5 ; 0.2 ; 0.04 ; 0.02 ; g ; Rb-90 ; -1 ; 63 ; 
1537.85 ; 0.05 ; 9.7 ; 0.8 ; g ; Rb-90 ; -1 ; 64 ; 
1552.18 ; 0.06 ; 2.2 ; 0.2 ; g ; Rb-90 ; -1 ; 65 ; 
1620.22 ; 0.22 ; 0.152 ; 0.020 ; g ; Rb-90 ; -1 ; 66 ; 
1658.18 ; 0.06 ; 1.33 ; 0.11 ; g ; Rb-90 ; -1 ; 67 ; 
1692.6 ; 0.5 ; 0.078 ; 0.021 ; g ; Rb-90 ; -1 ; 68 ; 
1695.2 ; 1.9 ; 0.013 ; 0.008 ; g ; Rb-90 ; -1 ; 69 ; 
1751.0 ; 0.3 ; 0.058 ; 0.013 ; g ; Rb-90 ; -1 ; 70 ; 
1780.04 ; 0.06 ; 6.7 ; 0.6 ; g ; Rb-90 ; -1 ; 71 ; 
1819.1 ; 0.3 ; 0.074 ; 0.013 ; g ; Rb-90 ; -1 ; 72 ; 
1885.42 ; 0.15 ; 0.226 ; 0.024 ; g ; Rb-90 ; -1 ; 73 ; 
1899.61 ; 0.16 ; 0.191 ; 0.022 ; g ; Rb-90 ; -1 ; 74 ; 
1980.99 ; 0.15 ; 0.172 ; 0.018 ; g ; Rb-90 ; -1 ; 75 ; 
2006.00 ; 0.14 ; 0.117 ; 0.022 ; g ; Rb-90 ; -1 ; 76 ; 
2127.52 ; 0.07 ; 1.38 ; 0.12 ; g ; Rb-90 ; -1 ; 77 ; 
2149.51 ; 0.10 ; 0.277 ; 0.025 ; g ; Rb-90 ; -1 ; 78 ; 
2160.9 ; 0.6 ; 0.032 ; 0.010 ; g ; Rb-90 ; -1 ; 79 ; 
2191.46 ; 0.25 ; 0.113 ; 0.015 ; g ; Rb-90 ; -1 ; 80 ; 
2205.6 ; 0.6 ; 0.039 ; 0.012 ; g ; Rb-90 ; -1 ; 81 ; 
2352.7 ; 0.4 ; 0.090 ; 0.017 ; g ; Rb-90 ; -1 ; 82 ; 
2417.33 ; 0.23 ; 0.191 ; 0.022 ; g ; Rb-90 ; -1 ; 83 ; 
2421.5 ; 0.8 ; 0.051 ; 0.016 ; g ; Rb-90 ; -1 ; 84 ; 
2432.78 ; 0.21 ; 0.152 ; 0.020 ; g ; Rb-90 ; -1 ; 85 ; 
2468.56 ; 0.11 ; 0.47 ; 0.06 ; g ; Rb-90 ; -1 ; 86 ; 
2479.4 ; 0.7 ; 0.039 ; 0.020 ; g ; Rb-90 ; -1 ; 87 ; 
2497.6 ; 1.5 ; 0.016 ; 0.008 ; g ; Rb-90 ; -1 ; 88 ; 
2726.68 ; 0.11 ; 0.87 ; 0.08 ; g ; Rb-90 ; -1 ; 89 ; 
2770.9 ; 0.4 ; 0.058 ; 0.013 ; g ; Rb-90 ; -1 ; 90 ; 
2855.4 ; 0.3 ; 0.32 ; 0.07 ; g ; Rb-90 ; -1 ; 91 ; 
2865.73 ; 0.21 ; 0.187 ; 0.022 ; g ; Rb-90 ; -1 ; 92 ; 
2948.8 ; 0.5 ; 0.04 ; 0.02 ; g ; Rb-90 ; -1 ; 93 ; 
3010.3 ; 0.8 ; 0.03 ; 0.01 ; g ; Rb-90 ; -1 ; 94 ; 
