Nuclide ; Np-239 
Element ; Neptunium
Z ; 93
Daughter(s) ; (B-) ; Pu-239 ; 100
Q- ; 722.5
Possible parent(s) ; (B-) ; U-239 ; 100 ; (alpha) ; Am-243 ; 100
Half-life (d) ; 2.356 ; 0.003
Half-life (s) ; 203.56E3 ; 0.26E3
Decay constant (1/s) ; 3.4052E-6 ; 0.0043E-6
Specific activity (Bq/g) ; 8.580E15 ; 0.011E15
Reference ; KRI - 2006
X and gamma emissions (1137 lines) sorted by nuclide and by decreasing intensity
----------------------------------------------------- Np-239 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
17.0545 ;  ; 51.3 ; 2.4 ; XL ; Pu ;  ;  ; Np-239
106.125 ; 0.002 ; 25.9 ; 0.3 ; g ; Pu-239 ; 8 ; 5 ; Np-239
103.734 ;  ; 21.4 ; 0.6 ; XKa1 ; Pu ;  ;  ; Np-239
277.599 ; 0.001 ; 14.4 ; 0.1 ; g ; Pu-239 ; 5 ; 1 ; Np-239
99.525 ;  ; 13.5 ; 0.4 ; XKa2 ; Pu ;  ;  ; Np-239
228.183 ; 0.001 ; 11.32 ; 0.22 ; g ; Pu-239 ; 5 ; 2 ; Np-239
117.13 ;  ; 7.84 ; 0.25 ; XK'b1 ; Pu ;  ;  ; Np-239
209.753 ; 0.002 ; 3.42 ; 0.03 ; g ; Pu-239 ; 5 ; 3 ; Np-239
121.0173 ;  ; 2.72 ; 0.10 ; XK'b2 ; Pu ;  ;  ; Np-239
334.310 ; 0.003 ; 2.04 ; 0.02 ; g ; Pu-239 ; 8 ; 2 ; Np-239
315.880 ; 0.003 ; 1.59 ; 0.01 ; g ; Pu-239 ; 8 ; 3 ; Np-239
61.460 ; 0.002 ; 1.29 ; 0.02 ; g ; Pu-239 ; 8 ; 6 ; Np-239
285.460 ; 0.002 ; 0.78 ; 0.01 ; g ; Pu-239 ; 5 ; 0 ; Np-239
227.83 ;  ; 0.5 ; 0.1 ; g ; Pu-239 ; 8 ; 4 ; Np-239
226.38 ; 0.02 ; 0.255 ; 0.014 ; g ; Pu-239 ; 12 ; 5 ; Np-239
49.415 ; 0.003 ; 0.145 ; 0.035 ; g ; Pu-239 ; 2 ; 1 ; Np-239
44.663 ; 0.005 ; 0.13 ; 0.01 ; g ; Pu-239 ; 6 ; 5 ; Np-239
57.273 ; 0.004 ; 0.12 ; 0.03 ; g ; Pu-239 ; 2 ; 0 ; Np-239
254.40 ; 0.03 ; 0.110 ; 0.003 ; g ; Pu-239 ; 6 ; 3 ; Np-239
67.841 ; 0.007 ; 0.10 ; 0.03 ; g ; Pu-239 ; 3 ; 1 ; Np-239
181.70 ; 0.03 ; 0.086 ; 0.002 ; g ; Pu-239 ; 12 ; 6 ; Np-239
272.84 ; 0.03 ; 0.077 ; 0.003 ; g ; Pu-239 ; 6 ; 2 ; Np-239
106.50 ; 0.03 ; 0.049 ; 0.008 ; g ; Pu-239 ; 4 ; 2 ; Np-239
