Nuclide ; Ra-226 
Element ; Radium
Z ; 88
Daughter(s) ; (alpha) ; Rn-222 ; 100
Qalpha ; 4870.62
Possible parent(s) ; (alpha) ; Th-230 ; 100
Half-life (a) ; 1.600E3 ; 0.007E3
Half-life (s) ; 50.49E9 ; 0.22E9
Decay constant (1/s) ; 13.73E-12 ; 0.06E-12
Specific activity (Bq/g) ; 36.58E9 ; 0.16E9
Reference ; CEA/LNE-LNHB - 2006
Emissions (383 lines) sorted by nuclide and by increasing energy
----------------------------------------------------- Ra-226 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
13.7 ;  ; 0.807 ; 0.014 ; XL ; Rn ;  ;  ; Ra-226
81.07 ;  ; 0.192 ; 0.004 ; XKa2 ; Rn ;  ;  ; Ra-226
83.78 ;  ; 0.317 ; 0.006 ; XKa1 ; Rn ;  ;  ; Ra-226
94.8547 ;  ; 0.1098 ; 0.0025 ; XK'b1 ; Rn ;  ;  ; Ra-226
97.8967 ;  ; 0.0351 ; 0.0010 ; XK'b2 ; Rn ;  ;  ; Ra-226
186.211 ; 0.013 ; 3.555 ; 0.019 ; g ; Rn-222 ; 1 ; 0 ; Ra-226
262.27 ; 0.05 ; 0.0055 ; 0.0018 ; g ; Rn-222 ; 2 ; 1 ; Ra-226
414.60 ; 0.05 ; 0.0003 ;  ; g ; Rn-222 ; 3 ; 1 ; Ra-226
449.37 ; 0.10 ; 0.0002 ;  ; g ; Rn-222 ; 4 ; 1 ; Ra-226
600.66 ; 0.05 ; 0.0005 ;  ; g ; Rn-222 ; 3 ; 0 ; Ra-226
4160 ; 2 ; 0.0002 ;  ; a ; Ra-226 ; 0 ; 4 ; Ra-226
4191 ; 2 ; 0.0008 ;  ; a ; Ra-226 ; 0 ; 3 ; Ra-226
4340 ; 1 ; 0.0066 ; 0.0022 ; a ; Ra-226 ; 0 ; 2 ; Ra-226
4601 ; 1 ; 5.95 ; 0.04 ; a ; Ra-226 ; 0 ; 1 ; Ra-226
4784.34 ; 0.25 ; 94.038 ; 0.040 ; a ; Ra-226 ; 0 ; 0 ; Ra-226
----------------------------------------------------- Rn-222 -----------------------------------------------------
12.935 ;  ; 0.000766 ; 0.000015 ; XL ; Po ;  ;  ; Rn-222
76.864 ;  ; 0.000469 ; 0.000010 ; XKa2 ; Po ;  ;  ; Rn-222
79.293 ;  ; 0.000781 ; 0.000016 ; XKa1 ; Po ;  ;  ; Rn-222
89.8087 ;  ; 0.000269 ; 0.000007 ; XK'b1 ; Po ;  ;  ; Rn-222
92.6213 ;  ; 0.0000837 ; 0.0000025 ; XK'b2 ; Po ;  ;  ; Rn-222
510 ; 2 ; 0.076 ;  ; g ; Po-218 ; 1 ; 0 ; Rn-222
4827 ; 4 ; 0.0005 ;  ; a ; Rn-222 ; 0 ; 2 ; Rn-222
4987 ; 1 ; 0.078 ;  ; a ; Rn-222 ; 0 ; 1 ; Rn-222
5489.48 ; 0.30 ; 99.92 ; 0.01 ; a ; Rn-222 ; 0 ; 0 ; Rn-222
----------------------------------------------------- Po-218 -----------------------------------------------------
836 ; 2 ; 0.0011 ; 0.0011 ; g ; Pb-214 ; 1 ; 0 ; Po-218
5181 ; 2 ; 0.0011 ; 0.0011 ; a ; Po-218 ; 0 ; 1 ; Po-218
6002.35 ; 0.09 ; 99.9769 ; 0.0032 ; a ; Po-218 ; 0 ; 0 ; Po-218
----------------------------------------------------- At-218 -----------------------------------------------------
6653 ; 5 ; 6.4 ; 0.1 ; a ; At-218 ; 0 ; 2 ; At-218
6694 ; 3 ; 90.0 ; 0.1 ; a ; At-218 ; 0 ; 1 ; At-218
6756 ; 5 ; 3.6 ; 0.1 ; a ; At-218 ; 0 ; 0 ; At-218
----------------------------------------------------- Pb-214 -----------------------------------------------------
12.89 ;  ; 12.42 ; 0.22 ; XL ; Bi ;  ;  ; Pb-214
