Nuclide ; Cs-140 
Element ; Cesium
Z ; 55
Daughter(s) ; (B-) ; Ba-140 ; 100
Q- ; 6220
Possible parent(s) ; (B-) ; Xe-140 ; 100
Half-life (min) ; 1.062 ; 0.005
Half-life (s) ; 63.72 ; 0.30
Decay constant (1/s) ; 10.88E-3 ; 0.05E-3
Specific activity (Bq/g) ; 46.79E18 ; 0.22E18
Reference ; NDS 73 - 1999
Gamma emissions (214 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
400.8 ; 0.5 ; 0.032 ; 0.016 ; g ; Ba-140 ; -1 ; 0 ; 
411.7 ; 0.8 ; 0.08 ; 0.04 ; g ; Ba-140 ; -1 ; 1 ; 
413.4 ; 0.3 ; 0.18 ; 0.03 ; g ; Ba-140 ; -1 ; 2 ; 
528.25 ; 0.05 ; 2.90 ; 0.14 ; g ; Ba-140 ; -1 ; 3 ; 
555.5 ; 0.2 ; 0.147 ; 0.013 ; g ; Ba-140 ; -1 ; 4 ; 
602.35 ; 0.03 ; 53 ; 3 ; g ; Ba-140 ; -1 ; 5 ; 
627.5 ; 0.3 ; 0.152 ; 0.018 ; g ; Ba-140 ; -1 ; 6 ; 
643.5 ; 0.5 ; 0.037 ; 0.016 ; g ; Ba-140 ; -1 ; 7 ; 
672.1 ; 0.4 ; 1.14 ; 0.08 ; g ; Ba-140 ; -1 ; 8 ; 
693.4 ; 0.5 ; 0.10 ; 0.06 ; g ; Ba-140 ; -1 ; 9 ; 
695.5 ; 0.5 ; 0.28 ; 0.06 ; g ; Ba-140 ; -1 ; 10 ; 
726.2 ; 0.5 ; 0.07 ; 0.06 ; g ; Ba-140 ; -1 ; 11 ; 
728.9 ; 0.6 ; 0.09 ; 0.03 ; g ; Ba-140 ; -1 ; 12 ; 
735.9 ; 0.3 ; 0.57 ; 0.04 ; g ; Ba-140 ; -1 ; 13 ; 
740.8 ; 1.0 ; 0.058 ; 0.022 ; g ; Ba-140 ; -1 ; 14 ; 
758.5 ; 1.0 ; 0.037 ; 0.021 ; g ; Ba-140 ; -1 ; 15 ; 
760.3 ; 1.0 ; 0.037 ; 0.021 ; g ; Ba-140 ; -1 ; 16 ; 
771.0 ; 0.9 ; 0.042 ; 0.016 ; g ; Ba-140 ; -1 ; 17 ; 
794.6 ; 0.6 ; 0.084 ; 0.021 ; g ; Ba-140 ; -1 ; 18 ; 
798.9 ; 0.8 ; 0.115 ; 0.017 ; g ; Ba-140 ; -1 ; 19 ; 
809.8 ; 1.0 ; 0.05 ; 0.03 ; g ; Ba-140 ; -1 ; 20 ; 
820.9 ; 0.4 ; 0.247 ; 0.020 ; g ; Ba-140 ; -1 ; 21 ; 
826.9 ; 1.5 ; 0.026 ; 0.016 ; g ; Ba-140 ; -1 ; 22 ; 
