Nuclide ; U-237 
Element ; Uranium
Z ; 92
Daughter(s) ; (B-) ; Np-237 ; 100
Q- ; 518.6
Possible parent(s) ; (alpha) ; Pu-241 ; 0.00244
Half-life (d) ; 6.749 ; 0.016
Half-life (s) ; 583.1E3 ; 1.4E3
Decay constant (1/s) ; 1.1887E-6 ; 0.0028E-6
Specific activity (Bq/g) ; 3.020E15 ; 0.007E15
Reference ; KRI - 2009
Emissions (692 lines) sorted by nuclide and by increasing energy
------------------------------------------------------ U-237 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
13.81 ; 0.02 ; 0.099 ; 0.004 ; g ; Np-237 ; 6 ; 5 ; U-237
17.045 ;  ; 59.0 ; 2.1 ; XL ; Np ;  ;  ; U-237
26.34463 ; 0.00024 ; 2.43 ; 0.06 ; g ; Np-237 ; 2 ; 1 ; U-237
33.19629 ; 0.00022 ; 0.130 ; 0.005 ; g ; Np-237 ; 1 ; 0 ; U-237
38.54 ; 0.03 ; 0.0033 ; 0.0020 ; g ; Np-237 ; 9 ; 7 ; U-237
42.704 ; 0.005 ; 0.0085 ;  ; g ; Np-237 ; 3 ; 1 ; U-237
43.420 ; 0.003 ; 0.024 ; 0.002 ; g ; Np-237 ; 4 ; 2 ; U-237
51.01 ; 0.03 ; 0.340 ; 0.014 ; g ; Np-237 ; 7 ; 6 ; U-237
59.54091 ; 0.00010 ; 34.1 ; 0.9 ; g ; Np-237 ; 2 ; 0 ; U-237
64.83 ; 0.02 ; 1.286 ; 0.017 ; g ; Np-237 ; 7 ; 5 ; U-237
69.76 ; 0.03 ; 0.00095 ; 0.00019 ; g ; Np-237 ; 4 ; 1 ; U-237
75.899 ; 0.005 ; 0.00091 ;  ; g ; Np-237 ; 3 ; 0 ; U-237
97.069 ;  ; 14.8 ; 0.4 ; XKa2 ; Np ;  ;  ; U-237
