Nuclide ; Xe-139 
Element ; Xenon
Z ; 54
Daughter(s) ; (B-) ; Cs-139 ; 100
Q- ; 5056.6
Half-life (s) ; 39.68 ; 0.14
Decay constant (1/s) ; 17.47E-3 ; 0.06E-3
Specific activity (Bq/g) ; 75.68E18 ; 0.27E18
Reference ; NDS 57 & 92 - 1999
Emissions (257 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
4.674 ;  ; 1.1 ; 0.3 ; XL ; Cs ;  ;  ; 
30.6254 ;  ; 2.23 ; 0.18 ; XKa2 ; Cs ;  ;  ; 
30.9731 ;  ; 4.1 ; 0.4 ; XKa1 ; Cs ;  ;  ; 
35.053 ;  ; 1.22 ; 0.12 ; XK'b1 ; Cs ;  ;  ; 
35.9003 ;  ; 0.29 ; 0.03 ; XK'b2 ; Cs ;  ;  ; 
55.7 ; 0.3 ; 0.11 ; 0.03 ; g ; Cs-139 ; -1 ; 0 ; 
71.0 ; 0.4 ; 0.202 ; 0.022 ; g ; Cs-139 ; -1 ; 1 ; 
103.75 ; 0.06 ; 0.31 ; 0.04 ; g ; Cs-139 ; -1 ; 2 ; 
119.4 ; 0.4 ; 0.067 ; 0.024 ; g ; Cs-139 ; -1 ; 3 ; 
121.37 ; 0.08 ; 0.53 ; 0.05 ; g ; Cs-139 ;  ;  ; 
174.97 ; 0.04 ; 19.9 ; 1.8 ; g ; Cs-139 ;  ;  ; 
181.3 ; 0.1 ; 0.140 ; 0.016 ; g ; Cs-139 ; -1 ; 8 ; 
218.59 ; 0.03 ; 56 ; 6 ; g ; Cs-139 ; -1 ; 9 ; 
225.38 ; 0.07 ; 3.02 ; 0.32 ; g ; Cs-139 ; -1 ; 10 ; 
289.78 ; 0.07 ; 9.2 ; 1.1 ; g ; Cs-139 ; -1 ; 11 ; 
296.53 ; 0.07 ; 21.7 ; 2.4 ; g ; Cs-139 ; -1 ; 12 ; 
305.0 ; 0.1 ; 0.039 ; 0.007 ; g ; Cs-139 ; -1 ; 13 ; 
326.8 ; 0.4 ; 0.090 ; 0.011 ; g ; Cs-139 ; -1 ; 14 ; 
338.86 ; 0.07 ; 0.62 ; 0.07 ; g ; Cs-139 ; -1 ; 15 ; 
356.72 ; 0.08 ; 0.53 ; 0.06 ; g ; Cs-139 ; -1 ; 16 ; 
388.6 ; 0.1 ; 0.062 ; 0.009 ; g ; Cs-139 ; -1 ; 17 ; 
393.50 ; 0.06 ; 6.7 ; 0.8 ; g ; Cs-139 ; -1 ; 18 ; 
427.7 ; 0.4 ; 0.073 ; 0.010 ; g ; Cs-139 ; -1 ; 19 ; 
441.3 ; 0.7 ; 0.095 ; 0.012 ; g ; Cs-139 ; -1 ; 20 ; 
442.7 ; 0.4 ; 0.179 ; 0.020 ; g ; Cs-139 ; -1 ; 21 ; 
446.8 ; 0.3 ; 0.101 ; 0.013 ; g ; Cs-139 ; -1 ; 22 ; 
454.46 ; 0.13 ; 0.26 ; 0.03 ; g ; Cs-139 ; -1 ; 23 ; 
466.8 ; 0.3 ; 0.073 ; 0.010 ; g ; Cs-139 ; -1 ; 24 ; 
482.6 ; 1.0 ; 0.022 ; 0.006 ; g ; Cs-139 ; -1 ; 25 ; 
491.47 ; 0.04 ; 1.80 ; 0.24 ; g ; Cs-139 ;  ;  ; 
498.2 ; 0.5 ; 0.045 ; 0.008 ; g ; Cs-139 ; -1 ; 28 ; 
505.07 ; 0.08 ; 0.36 ; 0.04 ; g ; Cs-139 ; -1 ; 29 ; 
513.88 ; 0.11 ; 0.84 ; 0.13 ; g ; Cs-139 ; -1 ; 30 ; 
515.44 ; 0.14 ; 0.370 ; 0.041 ; g ; Cs-139 ; -1 ; 31 ; 
518.8 ; 0.1 ; 0.050 ; 0.008 ; g ; Cs-139 ; -1 ; 32 ; 
523.9 ; 1.0 ; 0.045 ; 0.008 ; g ; Cs-139 ; -1 ; 33 ; 
