Nuclide ; Th-228 
Element ; Thorium
Z ; 90
Daughter(s) ; (alpha) ; Ra-224 ; 100
Qalpha ; 5520.08
Possible parent(s) ; (B+, EC) ; Pa-228 ; 98 ; (B-) ; Ac-228 ; 100 ; (alpha) ; U-232 ; 100
Half-life (a) ; 1.9126 ; 0.0009
Half-life (s) ; 60.356E6 ; 0.028E6
Decay constant (1/s) ; 11.484E-9 ; 0.005E-9
Specific activity (Bq/g) ; 30.334E12 ; 0.014E12
Reference ; Surrey Univ. - 2011
Emissions (147 lines) sorted by nuclide and by increasing energy
----------------------------------------------------- Th-228 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
14.489 ;  ; 8.6 ; 0.4 ; XL ; Ra ;  ;  ; Th-228
74.38 ; 0.04 ; 0.00039 ; 0.00014 ; g ; Ra-224 ; 4 ; 2 ; Th-228
84.373 ; 0.003 ; 1.19 ; 0.03 ; g ; Ra-224 ; 1 ; 0 ; Th-228
85.43 ;  ; 0.0180 ; 0.0003 ; XKa2 ; Ra ;  ;  ; Th-228
88.47 ;  ; 0.0295 ; 0.0005 ; XKa1 ; Ra ;  ;  ; Th-228
100.1 ;  ; 0.01034 ; 0.00021 ; XK'b1 ; Ra ;  ;  ; Th-228
103.3083 ;  ; 0.00339 ; 0.00009 ; XK'b2 ; Ra ;  ;  ; Th-228
131.612 ; 0.005 ; 0.127 ; 0.002 ; g ; Ra-224 ; 2 ; 1 ; Th-228
142.71 ; 0.11 ; 0.0000013 ; 0.0000004 ; g ; Ra-224 ; 5 ; 4 ; Th-228
166.410 ; 0.004 ; 0.1004 ; 0.0014 ; g ; Ra-224 ; 3 ; 1 ; Th-228
182.29 ; 0.10 ; 0.0000051 ; 0.0000018 ; g ; Ra-224 ; 5 ; 3 ; Th-228
205.99 ; 0.04 ; 0.0188 ; 0.0005 ; g ; Ra-224 ; 4 ; 1 ; Th-228
215.985 ; 0.004 ; 0.246 ; 0.004 ; g ; Ra-224 ; 2 ; 0 ; Th-228
228.42 ; 0.18 ; 0.000018 ; 0.000004 ; g ; Ra-224 ; 6 ; 3 ; Th-228
700.36 ; 0.07 ; 0.000003 ; 0.000001 ; g ; Ra-224 ; 7 ; 2 ; Th-228
741.87 ; 0.06 ; 0.0000014 ; 0.0000004 ; g ; Ra-224 ; 8 ; 3 ; Th-228
831.97 ; 0.07 ; 0.000014 ; 0.000002 ; g ; Ra-224 ; 7 ; 1 ; Th-228
908.28 ; 0.06 ; 0.0000017 ; 0.0000005 ; g ; Ra-224 ; 8 ; 1 ; Th-228
992.65 ; 0.06 ; 0.0000014 ; 0.0000004 ; g ; Ra-224 ; 8 ; 0 ; Th-228
4448.00 ; 0.23 ; 0.0000045 ; 0.0000007 ; a ; Th-228 ; 0 ; 8 ; Th-228
4522.97 ; 0.23 ; 0.000017 ; 0.000003 ; a ; Th-228 ; 0 ; 7 ; Th-228
4952.5 ; 0.3 ; 0.000024 ; 0.000005 ; a ; Th-228 ; 0 ; 6 ; Th-228
4997.76 ; 0.24 ; 0.000010 ; 0.000002 ; a ; Th-228 ; 0 ; 5 ; Th-228
5137.97 ; 0.22 ; 0.036 ; 0.006 ; a ; Th-228 ; 0 ; 4 ; Th-228
5176.86 ; 0.22 ; 0.218 ; 0.004 ; a ; Th-228 ; 0 ; 3 ; Th-228
5211.05 ; 0.22 ; 0.408 ; 0.007 ; a ; Th-228 ; 0 ; 2 ; Th-228
5340.35 ; 0.22 ; 26.0 ; 0.5 ; a ; Th-228 ; 0 ; 1 ; Th-228
5423.24 ; 0.22 ; 73.4 ; 0.5 ; a ; Th-228 ; 0 ; 0 ; Th-228
----------------------------------------------------- Ra-224 -----------------------------------------------------
13.7085 ;  ; 0.373 ; 0.016 ; XL ; Rn ;  ;  ; Ra-224
81.07 ;  ; 0.130 ; 0.003 ; XKa2 ; Rn ;  ;  ; Ra-224
