Nuclide ; U-238 
Element ; Uranium
Z ; 92
Daughter(s) ; (alpha) ; Th-234 ; 100
Qalpha ; 4269.7
Possible parent(s) ; (alpha) ; Pu-242 ; 100
Half-life (a) ; 4.468E9 ; 0.005E9
Half-life (s) ; 141.00E15 ; 0.16E15
Decay constant (1/s) ; 4.916E-18 ; 0.006E-18
Specific activity (Bq/g) ; 12.439E3 ; 0.014E3
Reference ; CEA/LNE-LNHB - 2006
Emissions (791 lines) sorted by nuclide and by increasing energy
------------------------------------------------------ U-238 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
15.311 ;  ; 7.94 ; 0.28 ; XL ; Th ;  ;  ; U-238
49.55 ; 0.06 ; 0.0697 ; 0.0026 ; g ; Th-234 ; 1 ; 0 ; U-238
89.954 ;  ; 0.00109 ; 0.00030 ; XKa2 ; Th ;  ;  ; U-238
93.351 ;  ; 0.0018 ; 0.0005 ; XKa1 ; Th ;  ;  ; U-238
105.554 ;  ; 0.00063 ; 0.00017 ; XK'b1 ; Th ;  ;  ; U-238
108.9687 ;  ; 0.00021 ; 0.00006 ; XK'b2 ; Th ;  ;  ; U-238
113.5 ; 0.1 ; 0.0174 ; 0.0047 ; g ; Th-234 ; 2 ; 1 ; U-238
4038 ; 5 ; 0.13 ; 0.03 ; a ; U-238 ; 0 ; 2 ; U-238
4151 ; 5 ; 22.3 ; 0.5 ; a ; U-238 ; 0 ; 1 ; U-238
4198 ; 3 ; 77.5 ; 0.5 ; a ; U-238 ; 0 ; 0 ; U-238
----------------------------------------------------- Th-234 -----------------------------------------------------
15.7401 ;  ; 7.1 ; 0.3 ; XL ; Pa ;  ;  ; Th-234
20.01 ; 0.02 ; 0.0051 ; 0.0021 ; g ; Pa-234 ; 7 ; 5 ; Th-234
29.50 ; 0.02 ; 0.00123 ; 0.00014 ; g ; Pa-234 ; 3 ; 2 ; Th-234
62.88 ; 0.02 ; 0.0164 ; 0.0028 ; g ; Pa-234 ; 4 ; 3 ; Th-234
63.30 ; 0.02 ; 3.75 ; 0.08 ; g ; Pa-234 ; 5 ; 3 ; Th-234
73.92 ; 0.02 ; 0.0133 ; 0.0014 ; g ; Pa-234 ; 1 ; 0 ; Th-234
83.31 ; 0.05 ; 0.061 ; 0.005 ; g ; Pa-234 ; 7 ; 3 ; Th-234
92.288 ;  ; 0.013 ; 0.009 ; XKa2 ; Pa ;  ;  ; Th-234
92.38 ; 0.01 ; 2.18 ; 0.19 ; g ; Pa-234 ; 4 ; 2 ; Th-234
92.80 ; 0.02 ; 2.15 ; 0.19 ; g ; Pa-234 ; 5 ; 2 ; Th-234
95.869 ;  ; 0.021 ; 0.013 ; XKa1 ; Pa ;  ;  ; Th-234
103.35 ; 0.10 ; 0.0032 ; 0.0010 ; g ; Pa-234 ; 6 ; 2 ; Th-234
108.363 ;  ; 0.007 ; 0.005 ; XK'b1 ; Pa ;  ;  ; Th-234
111.885 ;  ; 0.0025 ; 0.0016 ; XK'b2 ; Pa ;  ;  ; Th-234
112.81 ; 0.05 ; 0.215 ; 0.022 ; g ; Pa-234 ; 7 ; 2 ; Th-234
----------------------------------------------------- Pa-234 -----------------------------------------------------
16.1663 ;  ; 87 ; 6 ; XL ; U ;  ;  ; Pa-234
34.30 ; 0.04 ; 0.0037 ; 0.0004 ; g ; U-234 ; 14 ; 13 ; Pa-234
43.49 ; 0.02 ; 0.12 ; 0.03 ; g ; U-234 ; 1 ; 0 ; Pa-234
45.45 ; 0.05 ; 0.027 ; 0.009 ; g ; U-234 ; 16 ; 14 ; Pa-234
54.96 ; 0.10 ; 0.0094 ;  ; g ; U-234 ; 14 ; 12 ; Pa-234
54.96 ; 0.10 ; 0.0094 ;  ; g ; U-234 ; 15 ; 12 ; Pa-234
55.45 ; 0.05 ; 0.027 ; 0.009 ; g ; U-234 ; 45 ; 39 ; Pa-234
58.20 ; 0.06 ; 0.0027 ; 0.0009 ; g ; U-234 ; 22 ; 16 ; Pa-234
59.19 ; 0.05 ; 0.032 ; 0.011 ; g ; U-234 ; 56 ; 51 ; Pa-234
62.70 ; 0.01 ; 1.6 ; 0.5 ; g ; U-234 ; 13 ; 9 ; Pa-234
67.25 ; 0.10 ; 0.036 ; 0.011 ; g ; U-234 ; 25 ; 22 ; Pa-234
69.46 ; 0.05 ; 0.018 ; 0.008 ; g ; U-234 ; 25 ; 20 ; Pa-234
79.84 ; 0.02 ; 0.062 ; 0.022 ; g ; U-234 ; 16 ; 13 ; Pa-234
94.666 ;  ; 12.4 ; 0.8 ; XKa2 ; U ;  ;  ; Pa-234
97.17 ; 0.10 ; 0.24 ; 0.09 ; g ; U-234 ; 14 ; 9 ; Pa-234
98.44 ;  ; 19.8 ; 1.2 ; XKa1 ; U ;  ;  ; Pa-234
99.86 ; 0.02 ; 3.2 ; 0.6 ; g ; U-234 ; 2 ; 1 ; Pa-234
