Nuclide ; U-240 
Element ; Uranium
Z ; 92
Daughter(s) ; (B-) ; Np-240 ; 100
Q- ; 388
Possible parent(s) ; (alpha) ; Pu-244 ; 99.88
Half-life (h) ; 14.1 ; 0.1
Half-life (s) ; 50.76E3 ; 0.36E3
Decay constant (1/s) ; 13.66E-6 ; 0.10E-6
Specific activity (Bq/g) ; 34.26E15 ; 0.24E15
Reference ; NDS 59 - 1999
Emissions (506 lines) sorted by nuclide and by increasing energy
------------------------------------------------------ U-240 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
16.681 ;  ; 32 ; 6 ; XL ; Np ;  ;  ; U-240
44.1 ; 0.7 ; 1.05 ; 0.05 ; g ; Np-240 ; -1 ; 0 ; U-240
49.1 ; 2.0 ; 0.007 ; 0.002 ; g ; Np-240 ; -1 ; 1 ; U-240
50.3 ; 2.0 ; 0.005 ; 0.001 ; g ; Np-240 ; -1 ; 2 ; U-240
66.5 ; 1.0 ; 0.154 ; 0.015 ; g ; Np-240 ; -1 ; 3 ; U-240
78.1 ; 2.0 ; 0.004 ; 0.001 ; g ; Np-240 ; -1 ; 4 ; U-240
82.6 ; 1.0 ; 0.014 ; 0.010 ; g ; Np-240 ; -1 ; 5 ; U-240
97.069 ;  ; 1.32 ; 0.10 ; XKa2 ; Np ;  ;  ; U-240
101.059 ;  ; 0.82 ; 0.06 ; XKa1 ; Np ;  ;  ; U-240
114.1497 ;  ; 0.48 ; 0.04 ; XK'b1 ; Np ;  ;  ; U-240
117.9227 ;  ; 0.16 ; 0.01 ; XK'b2 ; Np ;  ;  ; U-240
128.3 ; 1.0 ; 0.087 ; 0.020 ; g ; Np-240 ; -1 ; 6 ; U-240
145.4 ; 1.0 ; 0.081 ; 0.020 ; g ; Np-240 ; -1 ; 7 ; U-240
