Nuclide ; Ac-227 
Element ; Actinium
Z ; 89
Daughter(s) ; (B-) ; Th-227 ; 98.62 ; (alpha) ; Fr-223 ; 1.38
Q- ; 44.8 ; Qalpha ; 5042.19
Possible parent(s) ; (B-) ; Ra-227 ; 100 ; (alpha) ; Pa-231 ; 100
Half-life (a) ; 21.772 ; 0.003
Half-life (s) ; 687.06E6 ; 0.09E6
Decay constant (1/s) ; 1.00886E-9 ; 0.00014E-9
Specific activity (Bq/g) ; 2.67644E12 ; 0.00037E12
Reference ; KRI - 2008
Intensity threshold ; 0.01%
Gamma emissions (227 lines out of 623) sorted by increasing energy
---------------------------------------------- Ac-227 and daughters ----------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
6.5 ; 0.3 ; 0.09 ; 0.03 ; g ; Ra-223 ; 6 ; 5 ; Th-227
9.90 ; 0.02 ; 0.0158 ; 0.0020 ; g ; Rn-219 ; 2 ; 1 ; Ra-223
14.37 ; 0.01 ; 0.0185 ; 0.0013 ; g ; Rn-219 ; 2 ; 0 ; Ra-223
20.25 ; 0.05 ; 0.23 ; 0.03 ; g ; Ra-223 ; 2 ; 1 ; Th-227
20.27 ; 0.05 ; 1.4 ; 0.3 ; g ; Ra-223 ; 2 ; 1 ; Fr-223
24.13 ; 0.05 ; 0.086 ; 0.008 ; g ; Ra-223 ; -1 ; 2 ; Th-227
24.33 ; 0.05 ; 0.028 ;  ; g ; Th-227 ; 2 ; 0 ; Ac-227
27.41 ; 0.09 ; 0.029 ; 0.005 ; g ; Ra-223 ; -1 ; 3 ; Th-227
28.57 ; 0.05 ; 0.042 ;  ; g ; Th-227 ; 3 ; 1 ; Ac-227
29.78 ; 0.04 ; 0.070 ; 0.017 ; g ; Ra-223 ; 1 ; 0 ; Fr-223
29.86 ; 0.01 ; 0.074 ; 0.011 ; g ; Ra-223 ; 1 ; 0 ; Th-227
31.58 ; 0.01 ; 0.067 ; 0.011 ; g ; Ra-223 ; 3 ; 1 ; Th-227
