Nuclide ; Kr-89 
Element ; Krypton
Z ; 36
Daughter(s) ; (B-) ; Rb-89 ; 100
Q- ; 5176
Half-life (min) ; 3.17 ; 0.02
Half-life (s) ; 190.2 ; 1.2
Decay constant (1/s) ; 3.644E-3 ; 0.023E-3
Specific activity (Bq/g) ; 24.66E18 ; 0.16E18
Reference ; NDS 85 - 2000
Emissions (331 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
74.9 ; 0.5 ; 0.012 ; 0.021 ; g ; Rb-89 ; -1 ; 0 ; 
76.0 ; 0.6 ; 0.008 ; 0.004 ; g ; Rb-89 ; -1 ; 1 ; 
79.4 ; 0.5 ; 0.028 ; 0.005 ; g ; Rb-89 ; -1 ; 2 ; 
83.4 ; 0.6 ; 0.012 ; 0.004 ; g ; Rb-89 ; -1 ; 3 ; 
197.1 ; 0.3 ; 0.50 ; 0.11 ; g ; Rb-89 ; -1 ; 4 ; 
197.7 ; 0.3 ; 1.5 ; 0.4 ; g ; Rb-89 ; -1 ; 5 ; 
205.03 ; 0.20 ; 0.12 ; 0.03 ; g ; Rb-89 ; -1 ; 6 ; 
220.948 ; 0.009 ; 20.1 ; 1.7 ; g ; Rb-89 ; -1 ; 7 ; 
242.2 ; 1.1 ; 0.012 ; 0.008 ; g ; Rb-89 ; -1 ; 8 ; 
264.348 ; 0.014 ; 0.66 ; 0.06 ; g ; Rb-89 ; -1 ; 9 ; 
267.7 ; 0.3 ; 0.084 ; 0.019 ; g ; Rb-89 ; -1 ; 10 ; 
286.3 ; 0.4 ; 0.026 ; 0.009 ; g ; Rb-89 ; -1 ; 11 ; 
295.5 ; 0.7 ; 0.016 ; 0.012 ; g ; Rb-89 ; -1 ; 12 ; 
304.7 ; 0.7 ; 0.022 ; 0.013 ; g ; Rb-89 ; -1 ; 13 ; 
318.3 ; 0.3 ; 0.044 ; 0.015 ; g ; Rb-89 ; -1 ; 14 ; 
338.2 ; 0.1 ; 0.34 ; 0.04 ; g ; Rb-89 ; -1 ; 15 ; 
345.03 ; 0.10 ; 1.19 ; 0.11 ; g ; Rb-89 ; -1 ; 16 ; 
354.1 ; 0.4 ; 0.13 ; 0.04 ; g ; Rb-89 ; -1 ; 17 ; 
356.16 ; 0.09 ; 4.2 ; 0.4 ; g ; Rb-89 ; -1 ; 18 ; 
364.88 ; 0.10 ; 0.90 ; 0.08 ; g ; Rb-89 ; -1 ; 19 ; 
369.3 ; 0.1 ; 1.39 ; 0.12 ; g ; Rb-89 ; -1 ; 20 ; 
380.7 ; 0.3 ; 0.046 ; 0.013 ; g ; Rb-89 ; -1 ; 21 ; 
402.25 ; 0.20 ; 0.32 ; 0.04 ; g ; Rb-89 ; -1 ; 22 ; 
411.42 ; 0.10 ; 2.57 ; 0.21 ; g ; Rb-89 ; -1 ; 23 ; 
419.2 ; 0.3 ; 0.038 ; 0.011 ; g ; Rb-89 ; -1 ; 24 ; 
428.5 ; 0.4 ; 0.11 ; 0.03 ; g ; Rb-89 ; -1 ; 25 ; 
435.8 ; 0.6 ; 0.096 ; 0.025 ; g ; Rb-89 ; -1 ; 26 ; 
438.08 ; 0.10 ; 0.96 ; 0.09 ; g ; Rb-89 ; -1 ; 27 ; 
465.4 ; 0.5 ; 0.24 ; 0.05 ; g ; Rb-89 ; -1 ; 28 ; 
466.13 ; 0.10 ; 0.80 ; 0.08 ; g ; Rb-89 ; -1 ; 29 ; 
468.4 ; 0.6 ; 0.096 ; 0.025 ; g ; Rb-89 ; -1 ; 30 ; 
488.5 ; 0.6 ; 0.08 ; 0.04 ; g ; Rb-89 ; -1 ; 31 ; 
490.76 ; 0.20 ; 0.32 ; 0.05 ; g ; Rb-89 ; -1 ; 32 ; 
497.383 ; 0.018 ; 6.6 ; 0.8 ; g ; Rb-89 ; -1 ; 33 ; 
498.6 ; 0.2 ; 1.15 ; 0.22 ; g ; Rb-89 ; -1 ; 34 ; 
509.1 ; 0.5 ; 0.15 ; 0.05 ; g ; Rb-89 ; -1 ; 35 ; 
510.1 ; 0.5 ; 0.12 ; 0.04 ; g ; Rb-89 ; -1 ; 36 ; 
523.5 ; 0.4 ; 0.034 ; 0.013 ; g ; Rb-89 ; -1 ; 37 ; 
542.2 ; 0.5 ; 0.030 ; 0.013 ; g ; Rb-89 ; -1 ; 38 ; 
546.9 ; 0.5 ; 0.030 ; 0.013 ; g ; Rb-89 ; -1 ; 39 ; 
557.3 ; 0.2 ; 0.161 ; 0.019 ; g ; Rb-89 ; -1 ; 40 ; 
