Nuclide ; Ga-72 
Element ; Gallium
Z ; 31
Daughter(s) ; (B-) ; Ge-72 ; 100
Q- ; 3997.6
Half-life (h) ; 14.10 ; 0.02
Half-life (s) ; 50.76E3 ; 0.07E3
Decay constant (1/s) ; 13.655E-6 ; 0.019E-6
Specific activity (Bq/g) ; 114.21E15 ; 0.16E15
Reference ; NDS 56 & 73 - 1999
Emissions (90 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
1.2245 ;  ; 0.00370 ; 0.00014 ; XL ; Ge ;  ;  ; 
9.85543 ;  ; 0.0078 ; 0.0006 ; XKa2 ; Ge ;  ;  ; 
9.88653 ;  ; 0.0152 ; 0.0010 ; XKa1 ; Ge ;  ;  ; 
112.52 ; 0.03 ; 0.136 ; 0.006 ; g ; Ge-72 ; -1 ; 1 ; 
113.5 ; 0.1 ; 0.006 ; 0.001 ; g ; Ge-72 ; -1 ; 2 ; 
142.53 ; 0.05 ; 0.011 ; 0.001 ; g ; Ge-72 ; -1 ; 3 ; 
230.6 ; 0.6 ; 0.023 ; 0.007 ; g ; Ge-72 ; -1 ; 4 ; 
289.31 ; 0.07 ; 0.191 ; 0.014 ; g ; Ge-72 ; -1 ; 5 ; 
306.0 ; 0.3 ; 0.021 ; 0.002 ; g ; Ge-72 ; -1 ; 6 ; 
317.5 ; 0.4 ; 0.022 ; 0.002 ; g ; Ge-72 ; -1 ; 7 ; 
336.63 ; 0.04 ; 0.107 ; 0.003 ; g ; Ge-72 ; -1 ; 8 ; 
381.24 ; 0.08 ; 0.273 ; 0.006 ; g ; Ge-72 ; -1 ; 9 ; 
401.3 ; 0.4 ; 0.032 ; 0.002 ; g ; Ge-72 ; -1 ; 10 ; 
428.42 ; 0.18 ; 0.197 ; 0.019 ; g ; Ge-72 ; -1 ; 11 ; 
449.55 ; 0.21 ; 0.094 ; 0.019 ; g ; Ge-72 ; -1 ; 12 ; 
479.23 ; 0.10 ; 0.091 ; 0.010 ; g ; Ge-72 ; -1 ; 13 ; 
495.88 ; 0.24 ; 0.056 ; 0.004 ; g ; Ge-72 ; -1 ; 14 ; 
520.74 ; 0.24 ; 0.055 ; 0.005 ; g ; Ge-72 ; -1 ; 15 ; 
587.44 ; 0.24 ; 0.121 ; 0.007 ; g ; Ge-72 ; -1 ; 16 ; 
600.95 ; 0.03 ; 5.5 ; 0.1 ; g ; Ge-72 ; -1 ; 17 ; 
629.96 ; 0.04 ; 24.8 ; 0.5 ; g ; Ge-72 ; -1 ; 18 ; 
735.75 ; 0.15 ; 0.367 ; 0.007 ; g ; Ge-72 ; -1 ; 19 ; 
738.5 ; 0.4 ; 0.054 ; 0.004 ; g ; Ge-72 ; -1 ; 20 ; 
772 ; 1 ; 0.043 ; 0.010 ; g ; Ge-72 ; -1 ; 87 ; 
786.44 ; 0.08 ; 3.20 ; 0.06 ; g ; Ge-72 ; -1 ; 21 ; 
810.20 ; 0.09 ; 2.00 ; 0.03 ; g ; Ge-72 ; -1 ; 22 ; 
834.03 ; 0.03 ; 95.60 ; 0.07 ; g ; Ge-72 ; -1 ; 23 ; 
861.11 ; 0.05 ; 0.91 ; 0.02 ; g ; Ge-72 ; -1 ; 24 ; 
878.32 ; 0.18 ; 0.073 ; 0.005 ; g ; Ge-72 ; -1 ; 25 ; 
894.25 ; 0.10 ; 9.87 ; 0.16 ; g ; Ge-72 ; -1 ; 26 ; 
924.22 ; 0.18 ; 0.142 ; 0.004 ; g ; Ge-72 ; -1 ; 27 ; 
938.4 ; 0.2 ; 0.076 ; 0.003 ; g ; Ge-72 ; -1 ; 28 ; 
939.36 ; 0.07 ; 0.259 ; 0.007 ; g ; Ge-72 ; -1 ; 29 ; 
970.55 ; 0.06 ; 1.10 ; 0.02 ; g ; Ge-72 ; -1 ; 30 ; 
975.5 ; 0.5 ; 0.033 ; 0.010 ; g ; Ge-72 ; -1 ; 31 ; 
999.86 ; 0.06 ; 0.798 ; 0.010 ; g ; Ge-72 ; -1 ; 32 ; 
1032.3 ; 0.4 ; 0.065 ; 0.006 ; g ; Ge-72 ; -1 ; 33 ; 
1037.2 ; 0.6 ; 0.021 ; 0.002 ; g ; Ge-72 ; -1 ; 34 ; 
1050.69 ; 0.05 ; 6.91 ; 0.10 ; g ; Ge-72 ; -1 ; 35 ; 
1155.7 ; 0.6 ; 0.010 ; 0.002 ; g ; Ge-72 ; -1 ; 36 ; 
1163.12 ; 0.18 ; 0.074 ; 0.007 ; g ; Ge-72 ; -1 ; 37 ; 
1192.4 ; 0.4 ; 0.035 ; 0.008 ; g ; Ge-72 ; -1 ; 38 ; 
1215.15 ; 0.07 ; 0.790 ; 0.014 ; g ; Ge-72 ; -1 ; 39 ; 
1230.86 ; 0.07 ; 1.45 ; 0.02 ; g ; Ge-72 ; -1 ; 40 ; 
1260.10 ; 0.07 ; 1.13 ; 0.03 ; g ; Ge-72 ; -1 ; 41 ; 
1276.76 ; 0.07 ; 1.560 ; 0.017 ; g ; Ge-72 ; -1 ; 42 ; 
1291.3 ; 0.4 ; 0.056 ; 0.005 ; g ; Ge-72 ; -1 ; 43 ; 
1390.42 ; 0.18 ; 0.085 ; 0.006 ; g ; Ge-72 ; -1 ; 44 ; 
1464.00 ; 0.07 ; 3.55 ; 0.06 ; g ; Ge-72 ; -1 ; 45 ; 
1500.9 ; 0.5 ; 0.019 ; 0.001 ; g ; Ge-72 ; -1 ; 46 ; 
1519.4 ; 0.5 ; 0.031 ; 0.006 ; g ; Ge-72 ; -1 ; 47 ; 
1541.2 ; 0.6 ; 0.016 ; 0.001 ; g ; Ge-72 ; -1 ; 48 ; 
1568.1 ; 0.2 ; 0.200 ; 0.007 ; g ; Ge-72 ; -1 ; 49 ; 
1571.60 ; 0.14 ; 0.82 ; 0.02 ; g ; Ge-72 ; -1 ; 50 ; 
1596.68 ; 0.08 ; 4.23 ; 0.09 ; g ; Ge-72 ; -1 ; 51 ; 
1613.6 ; 0.4 ; 0.039 ; 0.006 ; g ; Ge-72 ; -1 ; 52 ; 
1630 ; 1 ; 0.032 ; 0.006 ; g ; Ge-72 ; -1 ; 53 ; 
1680.77 ; 0.07 ; 0.90 ; 0.05 ; g ; Ge-72 ; -1 ; 54 ; 
1710.90 ; 0.14 ; 0.388 ; 0.012 ; g ; Ge-72 ; -1 ; 55 ; 
1711.15 ; 0.15 ; 0.045 ; 0.011 ; g ; Ge-72 ; -1 ; 56 ; 
1837.6 ; 0.3 ; 0.209 ; 0.012 ; g ; Ge-72 ; -1 ; 57 ; 
1861.09 ; 0.06 ; 5.25 ; 0.08 ; g ; Ge-72 ; -1 ; 58 ; 
1877.90 ; 0.21 ; 0.231 ; 0.006 ; g ; Ge-72 ; -1 ; 59 ; 
1920.20 ; 0.17 ; 0.158 ; 0.005 ; g ; Ge-72 ; -1 ; 60 ; 
1991.3 ; 0.3 ; 0.112 ; 0.003 ; g ; Ge-72 ; -1 ; 61 ; 
2029.4 ; 0.5 ; 0.123 ; 0.006 ; g ; Ge-72 ; -1 ; 62 ; 
2109.50 ; 0.09 ; 1.04 ; 0.02 ; g ; Ge-72 ; -1 ; 63 ; 
2201.66 ; 0.07 ; 25.9 ; 0.5 ; g ; Ge-72 ; -1 ; 64 ; 
2214.3 ; 0.3 ; 0.178 ; 0.014 ; g ; Ge-72 ; -1 ; 65 ; 
2402.2 ; 0.4 ; 0.024 ; 0.002 ; g ; Ge-72 ; -1 ; 66 ; 
